series_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,acousticness
Vikings,5dqkWcU5tTlkkWrOl5ExUz,0.318,0.0237,2.0,-31.73,1.0,0.0377,0.884,0.112,0.046,120.075,0.907
Vikings,2m9S2yZlwMGk7UOTpT1L7K,0.639,0.0996,7.0,-31.57,1.0,0.0439,0.919,0.0729,0.19,122.033,0.809
Vikings,20FSiMoMoqjqUEICYrIayO,0.217,0.264,4.0,-16.23,0.0,0.0452,0.811,0.109,0.0345,118.344,0.813
Vikings,2sjdQ49qesb7dK7atnaGOy,0.206,0.065,7.0,-25.546,1.0,0.0407,0.925,0.0814,0.0396,119.962,0.506
Vikings,2Eq97bBBjO69pPrImrksOi,0.195,0.03,5.0,-30.907,1.0,0.0477,0.972,0.0887,0.0327,65.418,0.973
Vikings,1VEuGt76pWrzR1RYMJtcCM,0.547,0.584,4.0,-20.325,0.0,0.0616,0.851,0.111,0.0331,94.075,0.721
Vikings,3ibDLCP1dhzSIIx3LDeilm,0.227,0.173,6.0,-21.189,1.0,0.0435,0.908,0.0749,0.0343,66.1,0.963
Vikings,4TlTfxBpAAsnHSdKJQtqAZ,0.295,0.154,2.0,-20.852,1.0,0.0361,0.855,0.0912,0.0393,179.96,0.583
Vikings,5OGeSNCcBhFuflw2u4R2jr,0.0994,0.0328,2.0,-32.834,0.0,0.0454,0.956,0.0975,0.0295,63.241,0.944
Vikings,62RBQmwXF6gryLUvsHscN5,0.14,0.139,9.0,-30.73,0.0,0.0493,0.899,0.0883,0.0329,67.087,0.941
Vikings,3oeeALeaVWdYb7ZYBLau1F,0.117,0.0156,7.0,-35.613,1.0,0.0395,0.937,0.0749,0.0329,87.766,0.822
Vikings,263Dz0OW3JdSMXi6KKTa7Q,0.164,0.018,2.0,-33.582,1.0,0.0468,0.981,0.0911,0.0352,140.313,0.92
Vikings,4d1J2nBnD9EQa4nz9KWEjY,0.0617,0.11,1.0,-29.189,1.0,0.0522,0.948,0.0919,0.0387,64.635,0.868
Vikings,0tg3vIohCYYngs9a6MWciR,0.245,0.189,7.0,-22.513,1.0,0.0341,0.944,0.111,0.0951,67.149,0.526
Vikings,3pBZxni2sXHhsEwDmWWlK8,0.148,0.287,8.0,-16.879,1.0,0.0339,0.834,0.128,0.103,80.781,0.0114
Vikings,6n6MrrJkllDkZrUmPcZTSn,0.506,0.0262,2.0,-21.913,1.0,0.0307,0.859,0.111,0.0329,79.01,0.808
Vikings,3YdvEcGGWiFPuuFb3jFF3k,0.246,0.0663,11.0,-28.71,1.0,0.0341,0.927,0.099,0.0342,157.891,0.964
Vikings,3WcqGVlwRrs6mKTpxpCUMT,0.167,0.051,2.0,-30.148,1.0,0.0388,0.953,0.111,0.038,144.051,0.976
Vikings,4hqaxna0a0Zoplk9fVYZ0b,0.071,0.153,10.0,-27.305,1.0,0.0443,0.849,0.112,0.0369,78.079,0.958
Vikings,1bTN9VTnmJTVQEhpm9Jgm7,0.17,0.0163,9.0,-34.13,0.0,0.033,0.927,0.119,0.0369,73.144,0.989
Vikings,0NajgS0O02mYrBViKGwSOC,0.0653,0.154,9.0,-21.589,1.0,0.0354,0.948,0.129,0.0382,70.058,0.636
Vikings,7cpGX27vJSrmpMmibCWBY6,0.535,0.639,2.0,-12.504,1.0,0.0487,0.848,0.112,0.0609,129.996,0.0465
Vikings,44RHbZnuSE02ThBUM11AcR,0.498,0.427,2.0,-19.107,1.0,0.047,0.893,0.112,0.078,99.918,0.795
Vikings,3fIjoSa0JVJt72Cfz5ZFK4,0.275,0.0615,1.0,-24.546,1.0,0.0379,0.928,0.0862,0.0356,65.598,0.904
Vikings,63qMOQTUVOQFeU8fQnE3HC,0.216,0.11,6.0,-24.066,0.0,0.0411,0.924,0.104,0.0329,86.902,0.473
Vikings,6F1x0zldHMudETYjufleSP,0.16,0.155,5.0,-22.555,1.0,0.0333,0.842,0.111,0.0337,99.764,0.761
Vikings,3XixQtJAb2vFh08E0rsNwm,0.396,0.499,9.0,-13.994,1.0,0.0527,0.849,0.0528,0.0454,89.998,0.438
Vikings,1FrKb7wPoi03G2DBKAc7kR,0.379,0.508,4.0,-15.162,1.0,0.0348,0.859,0.0763,0.136,90.034,0.731
Vikings,5QlN7BOuhNlojIf605ta3o,0.157,0.0501,4.0,-28.701,0.0,0.0422,0.984,0.107,0.032,133.717,0.977
Vikings,62m3Pwt9VJaKBtXnwdp2dV,0.191,0.117,5.0,-23.686,1.0,0.0327,0.956,0.0962,0.0393,150.849,0.861
Vikings,4XJ8M0PI8mXmYUA5JabSKc,0.174,0.107,4.0,-25.508,1.0,0.0342,0.759,0.111,0.11,116.719,0.853
Vikings,3yVBH1Jr6wFaO5caQzl71b,0.13,0.0552,5.0,-22.081,1.0,0.0427,0.99,0.0884,0.0326,79.733,0.926
Vikings,7o0BkDX9mhPpJxp4UiVjfP,0.393,0.57,0.0,-12.632,0.0,0.0411,0.65,0.0992,0.18,84.017,0.0881
Vikings,4U9XLDBWFs5pGG0jHRzJM9,0.413,0.603,11.0,-11.955,0.0,0.0382,0.789,0.12,0.0931,138.017,0.0221
Vikings,2colf6i00GX813PGN5NMCV,0.203,0.173,9.0,-22.138,0.0,0.048,0.975,0.143,0.0329,69.631,0.981
Vikings,76j81CStEBfScSxkIxaF5A,0.183,0.0817,0.0,-25.648,0.0,0.0371,0.928,0.0779,0.221,123.388,0.812
Vikings,34NtuNvasrOiARwM8HSIuq,0.216,0.0782,0.0,-29.746,1.0,0.0382,0.871,0.111,0.0397,101.807,0.892
Vikings,4sBV6UHmQXtr3V3xjVwPJi,0.253,0.133,2.0,-23.68,1.0,0.0307,0.94,0.124,0.0358,78.655,0.647
Vikings,11kMxeRmF4tBKrhwIjkJGc,0.215,0.0265,0.0,-27.065,0.0,0.0377,0.979,0.133,0.0393,69.057,0.895
Vikings,1vESNLqkDf1OH9SM5lNwu7,0.563,0.591,10.0,-12.848,1.0,0.0377,0.823,0.113,0.201,93.975,0.638
Vikings,46zYN39zmtmxb2YEwm0DkH,0.396,0.43,4.0,-17.684,1.0,0.0457,0.787,0.105,0.143,105.985,0.562
Vikings,0HARLlpBiQj9YQ3ZNUffsG,0.115,0.169,5.0,-21.01,0.0,0.0425,0.828,0.101,0.052,71.02,0.843
Vikings,1ync0DC605IjuypLTAw8A2,0.203,0.168,2.0,-23.257,1.0,0.0402,0.886,0.13,0.0365,76.904,0.469
Vikings,2ZR5DlUZBb4Mx2B4UZldgY,0.0703,0.00291,1.0,-31.299,0.0,0.0409,0.928,0.0974,0.0287,177.531,0.896
Vikings,2N0poXfbcRj6lSqd9ZjXEG,0.22,0.268,1.0,-23.507,1.0,0.0558,0.887,0.111,0.0889,61.766,0.713
Vikings,7vSzGbTC6ZzoOhBrsEfGCO,0.514,0.79,10.0,-12.425,1.0,0.0612,0.819,0.133,0.112,115.029,0.0399
Vikings,6G4jiDYQa5MaWQJWJg2oPm,0.333,0.0391,2.0,-31.99,0.0,0.0397,0.958,0.116,0.0444,130.076,0.909
Vikings,0EW8HZ9ThpWoU2F1M8TZ8k,0.375,0.324,2.0,-17.303,1.0,0.0469,0.813,0.125,0.0757,116.022,0.499
Vikings,6EDSzJ7FG8fhGUI88hLscn,0.216,0.0198,4.0,-30.226,0.0,0.0511,0.931,0.0603,0.033,125.967,0.978
Vikings,1W0PFvTRNe24cT8ldLWA4q,0.573,0.597,4.0,-17.864,1.0,0.0414,0.718,0.166,0.101,130.035,0.035
Vikings,3Vct4N5WLM7GGP5O1LH86Z,0.382,0.195,2.0,-19.759,1.0,0.037,0.863,0.123,0.0332,95.966,0.0317
Vikings,6fUWZ2XyjtyRvaKv3QnJpt,0.47,0.0662,0.0,-24.183,0.0,0.0302,0.805,0.127,0.0374,102.481,0.489
Vikings,3nVc5ARjS5gpGOV34QkTlw,0.171,0.0129,1.0,-28.616,0.0,0.0398,0.974,0.108,0.0258,88.803,0.798
Vikings,5VenxhH7Ejj1CU9rzIRwN6,0.128,0.145,0.0,-23.962,1.0,0.0375,0.951,0.0712,0.0333,52.946,0.58
Vikings,270mCsqjCov3ORyUe6HTTl,0.152,0.0184,9.0,-36.244,0.0,0.0464,0.942,0.0946,0.0351,66.476,0.905
Vikings,6FLu7DmGBTIrvAmUXTvbz7,0.091,0.00637,5.0,-37.302,0.0,0.047,0.947,0.111,0.0376,82.955,0.457
Vikings,1srYxbKQZPvRFA6ek9rgm4,0.51,0.62,2.0,-13.582,1.0,0.0516,0.804,0.105,0.0716,116.008,0.0413
Vikings,2ZyFCyDpnQyi6xHMgNWOen,0.176,0.00772,1.0,-39.016,0.0,0.031,0.914,0.151,0.103,79.812,0.944
Vikings,554N5INigMQTCDzVhs2P0Y,0.506,0.215,10.0,-22.64,0.0,0.033,0.85,0.108,0.04,90.12,0.723
Vikings,7mcVVyI27eWc1rrxBpKyhl,0.0798,0.119,11.0,-27.111,1.0,0.0439,0.803,0.117,0.0369,69.294,0.882
Vikings,4ifhi6KntbqJaQUlGFULTC,0.388,0.326,4.0,-22.904,0.0,0.0462,0.783,0.122,0.0334,129.986,0.395
Vikings,3R86VBsspZXfTTe1XPgyss,0.149,0.18,0.0,-23.058,1.0,0.0431,0.907,0.111,0.0316,141.545,0.688
Vikings,2xgi7mpthnz6PNYhZDnSzy,0.134,0.201,7.0,-20.603,0.0,0.0334,0.809,0.179,0.0773,91.544,0.263
Vikings,78HABdywA9flb8KjXRZhjX,0.664,0.0306,9.0,-33.281,0.0,0.0285,0.954,0.0804,0.0369,100.024,0.968
Vikings,4w0ZLk5WfBmgv8jrXhmBpH,0.201,0.024,10.0,-35.949,1.0,0.0347,0.886,0.0841,0.0589,90.687,0.652
Vikings,5lwItu6PsR8rNYMJ9Rj0iw,0.091,0.00515,0.0,-39.934,1.0,0.0553,0.736,0.131,0.0306,71.135,0.76
Vikings,5zHPcazGgm0f1nCAEdejaG,0.231,0.168,1.0,-28.588,1.0,0.0414,0.931,0.113,0.0399,92.114,0.239
Vikings,2uHY5gd3Dba3RQCWlpihtf,0.259,0.484,2.0,-16.375,1.0,0.047,0.9,0.118,0.0371,94.033,0.101
Vikings,2xMRs2CDMaisKX43uxoehF,0.197,0.479,10.0,-19.323,0.0,0.0474,0.824,0.0917,0.122,103.863,0.0436
Vikings,7hM1RuN79QTcqL9jB0nmkV,0.111,0.0699,11.0,-25.094,1.0,0.0374,0.943,0.0661,0.0587,89.249,0.837
Vikings,5lZNun3sgfIsCrz15Lw5wS,0.171,0.204,7.0,-15.336,1.0,0.0351,0.937,0.151,0.0385,115.77,0.623
Vikings,0v0oZp6UtLygYYXGjlpd6H,0.171,0.33,2.0,-18.22,0.0,0.0451,0.924,0.122,0.0365,82.281,0.447
Vikings,6L3KOT8e0dyoRvcXsTqVkL,0.135,0.234,11.0,-15.721,1.0,0.0377,0.962,0.12,0.0358,77.609,0.819
Vikings,4ncMG3PHLDoAXysKpi6G0v,0.465,0.822,9.0,-14.615,1.0,0.0482,0.58,0.116,0.102,140.066,0.472
Vikings,7g0U3rtBMMVCD3a4aZM7hq,0.0916,0.0392,0.0,-29.743,1.0,0.0464,0.876,0.109,0.0363,70.002,0.952
Vikings,1aB9breq8dwbE97t9nP41x,0.228,0.446,5.0,-11.902,0.0,0.0431,0.598,0.101,0.0697,179.972,0.545
Vikings,7FnEYwZBhwez2Z73jGoAo7,0.153,0.0708,10.0,-29.56,1.0,0.0371,0.975,0.149,0.0352,71.673,0.878
Vikings,6zoSeOpFKssFQNap7Jdbjb,0.0912,0.209,0.0,-20.273,1.0,0.0402,0.971,0.104,0.0367,74.548,0.892
Vikings,2dkUdrAUanCZtrutvzP8rj,0.622,0.323,1.0,-22.666,0.0,0.0344,0.941,0.102,0.114,110.013,0.479
Vikings,2gEO4kBjDxAqhBsb0vKpHF,0.78,0.388,2.0,-14.008,1.0,0.0397,0.889,0.106,0.0981,120.004,0.0901
Vikings,6N6MqbwGqizcMme6BI8hlf,0.675,0.246,9.0,-16.801,0.0,0.0539,0.626,0.11,0.0339,107.981,0.494
Vikings,4iyQ6VaRnjLtUtgsVvOwsL,0.735,0.256,0.0,-13.968,1.0,0.0442,0.72,0.0915,0.0385,115.976,0.0295
Vikings,5BgnuYOnerVDqK9zLf7rlf,0.619,0.251,8.0,-17.926,1.0,0.0499,0.811,0.105,0.149,114.997,0.482
Vikings,2L9MrdhpregWFjOGqUQz8d,0.596,0.308,2.0,-16.709,1.0,0.0551,0.913,0.104,0.0592,82.493,0.733
Vikings,2cwUe02VNInFY7OstKbqsJ,0.177,0.256,4.0,-18.692,0.0,0.0394,0.818,0.124,0.0383,134.557,0.75
Vikings,1kBJmyerIA1x6e8Aq6mRgD,0.228,0.147,4.0,-20.666,0.0,0.0349,0.923,0.103,0.0362,79.659,0.367
Vikings,6XdINov1lWBUf8JfPOSr6K,0.145,0.0356,5.0,-27.233,0.0,0.044,0.854,0.0922,0.0308,138.821,0.61
Vikings,6fYtKYYmH3cnoP9hvDmB7J,0.209,0.232,3.0,-19.195,1.0,0.0574,0.976,0.0735,0.0296,73.412,0.977
Vikings,4gCFtvBXxWH3D7VTma7S7Y,0.185,0.304,1.0,-15.944,1.0,0.0319,0.901,0.077,0.0361,88.947,0.654
Vikings,0TSEHJRuWTtdCkIX3Pe03L,0.0645,0.132,0.0,-22.296,1.0,0.0562,0.966,0.0856,0.0369,68.002,0.912
Vikings,3qmBqj3EmghQ4UayTRBbL1,0.107,0.032,2.0,-29.055,0.0,0.0503,0.942,0.0865,0.0317,84.329,0.994
Vikings,1svZ16d9FKvt9k7zpX4Wls,0.236,0.65,11.0,-8.558,0.0,0.0392,0.947,0.0907,0.041,119.613,0.00222
Vikings,3wMkudI2bLkGRRsaUFEilk,0.105,0.471,7.0,-12.878,0.0,0.0417,0.958,0.073,0.0355,87.772,0.76
Vikings,1htKTOAtSmDJwMqFd94jcp,0.176,0.3,0.0,-14.556,0.0,0.0324,0.955,0.0917,0.0505,90.024,0.511
Vikings,6pgccPu73L8iOoWIWgCSvj,0.276,0.272,5.0,-20.971,1.0,0.0352,0.856,0.114,0.05,94.308,0.12
Vikings,6yHYhOnNSbNVYJRoJMfwUU,0.14,0.158,0.0,-26.412,0.0,0.0379,0.868,0.0539,0.134,100.348,0.867
Vikings,1FKXaOeAb7ifu8XhAToClu,0.161,0.375,7.0,-15.501,1.0,0.0564,0.895,0.119,0.0882,85.991,0.442
Vikings,2Pd9RW3hoQzTT2pFcOE5sM,0.161,0.125,4.0,-18.171,0.0,0.0392,0.977,0.0939,0.0327,76.989,0.613
Vikings,0yEAaSZGR9TlcPkFqpZzAf,0.116,0.0239,4.0,-24.716,1.0,0.0431,0.967,0.132,0.0295,92.514,0.589
Silicon Valley,7KOx3T3NskHxWpzSrZHCGz,0.642,0.895,4.0,-3.812,1.0,0.166,6.08e-05,0.0651,0.839,173.006,0.0547
Silicon Valley,3EdFstDAamKQh52e5JgXCq,0.466,0.788,1.0,-8.569,1.0,0.0457,0.827,0.0931,0.72,103.816,0.348
Silicon Valley,0SbSVCLdwdJOUkhLpzVJLd,0.25,0.798,11.0,-7.211,1.0,0.0399,0.874,0.304,0.0311,109.275,0.0041
Silicon Valley,677PTM2mV1gIUYelRmWqZb,0.663,0.698,4.0,-9.029,1.0,0.0511,0.000894,0.168,0.846,160.261,0.299
Silicon Valley,0p69q8hYXMciG5XqIrae3d,0.631,0.591,5.0,-9.427,1.0,0.0257,0.0116,0.21,0.728,92.134,0.00856
Silicon Valley,1DeuZgn99eUC1hreXTWBvY,0.847,0.741,9.0,-5.45,0.0,0.131,0.000459,0.132,0.6,126.995,0.0512
Silicon Valley,4MyJwNVDG8mmOZOYqJcNdr,0.665,0.562,7.0,-8.123,1.0,0.226,4.01e-05,0.0558,0.634,104.972,0.00933
Silicon Valley,2O4FEz7d9kbuLiUVHgWY5q,0.569,0.952,0.0,-5.541,1.0,0.0353,9.15e-05,0.142,0.715,112.806,0.000578
Silicon Valley,3et1SjQkOhOSUl9vzfDzlx,0.637,0.955,7.0,-1.691,0.0,0.112,0.0,0.422,0.613,127.985,0.106
Silicon Valley,69C9Q8wAgAPkgvsSgbZfcM,0.707,0.688,1.0,-7.385,1.0,0.0426,0.335,0.108,0.859,120.074,0.388
Silicon Valley,4ZznmXQNg7P9SHQ0DK239X,0.948,0.948,0.0,-3.961,0.0,0.09,1.41e-05,0.137,0.886,100.003,0.587
Silicon Valley,261nzdjr0TcrjSNgsG1TM9,0.854,0.875,7.0,-5.028,0.0,0.242,0.0,0.139,0.677,105.143,0.551
Silicon Valley,5Y6CsyJ3vyq1S1F0lbcGPK,0.841,0.898,9.0,-3.861,1.0,0.145,0.0,0.0751,0.921,104.985,0.48
Silicon Valley,3alF1VyYgqkNXCkRXYsAbO,0.805,0.507,8.0,-9.169,1.0,0.112,0.895,0.112,0.534,93.83,0.00241
Silicon Valley,3xd80KxnM4MnDcaE8bcreg,0.731,0.902,11.0,-5.151,1.0,0.0579,0.0,0.0695,0.947,147.006,0.0278
Silicon Valley,2HglVK920BoSkhPWB1kj14,0.636,0.874,1.0,-3.5,0.0,0.157,0.0,0.264,0.673,94.059,0.0109
Silicon Valley,3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,10.0,-5.892,0.0,0.0707,0.0,0.405,0.758,100.024,0.284
Silicon Valley,43oVkxKdyRF4kR0mVJrvdM,0.555,0.938,11.0,-2.204,0.0,0.0337,0.732,0.128,0.156,140.019,0.000855
Silicon Valley,067HguQQTL8iZAG5jfxt7N,0.808,0.616,11.0,-4.93,0.0,0.0426,0.829,0.108,0.769,133.358,0.0198
Silicon Valley,5jQYkYhoOlBW4vJ2l4TCxl,0.701,0.525,1.0,-7.938,0.0,0.382,2.55e-06,0.0615,0.385,75.693,0.0353
Silicon Valley,7LdaPYlRo4pq6CBt44To2H,0.883,0.896,0.0,-3.695,1.0,0.208,1.04e-06,0.0564,0.748,93.928,0.268
Silicon Valley,2Awqfmn0K0zckSURSdsC1Z,0.604,0.572,9.0,-10.985,1.0,0.0734,4.05e-05,0.071,0.786,87.575,0.266
Silicon Valley,6AS6xExH5qqqt6HMViLIdo,0.832,0.565,7.0,-8.64,1.0,0.244,1.03e-05,0.172,0.834,142.01,0.182
Silicon Valley,5Ow8p8XZzjNJT1Rjwibd1S,0.564,0.732,1.0,-4.539,1.0,0.238,0.0,0.064,0.509,169.95,0.0585
Silicon Valley,4iNSHQIFmR2vgrznbeen1r,0.572,0.732,1.0,-4.552,1.0,0.235,0.0,0.0647,0.535,169.76,0.0689
Silicon Valley,2lrRWbiHPdBicufAqrGN3r,0.606,0.915,10.0,-3.292,0.0,0.166,0.107,0.105,0.551,100.433,0.259
Silicon Valley,6uuqfE90P991leVbQ0ClKU,0.858,0.394,7.0,-7.855,1.0,0.424,0.0,0.0885,0.661,89.942,0.0191
Silicon Valley,5hpqucFM1CcQTi8hmrkeHU,0.418,0.967,11.0,-4.653,1.0,0.118,0.000247,0.112,0.123,109.949,2.97e-05
Silicon Valley,6Ih8jHzUdEDYmbLpg63S6K,0.716,0.775,6.0,-5.677,1.0,0.0804,0.922,0.131,0.442,150.043,0.00106
Silicon Valley,13FOyAysIBgEVLUugsyWP8,0.744,0.682,10.0,-3.69,0.0,0.0422,0.234,0.157,0.596,172.12,0.00761
Silicon Valley,4BggEwLhGfrbrl7JBhC8EC,0.736,0.811,9.0,-4.17,0.0,0.081,0.000142,0.107,0.609,103.502,0.00132
Silicon Valley,3EntqiSuPIJDu6CdRUetd9,0.75,0.79,10.0,-9.696,0.0,0.0463,0.00904,0.317,0.96,91.633,0.125
Silicon Valley,0ENGJrM4g0kODzoWGHjqOr,0.569,0.836,0.0,-7.876,1.0,0.0305,0.0313,0.332,0.495,95.91,0.0284
Silicon Valley,7BedC2HyWO3PxgzxTpToqN,0.639,0.891,1.0,-4.281,0.0,0.0527,0.00248,0.075,0.708,140.008,0.00334
Silicon Valley,24pXGqFW7Ep5wbT9caFKYz,0.659,0.941,1.0,-2.388,0.0,0.0434,0.0,0.415,0.861,140.018,0.000387
Silicon Valley,0gKxhzm0Jx1twbjBvLGXmT,0.605,0.872,3.0,-7.642,1.0,0.426,0.0,0.356,0.421,171.854,0.228
Silicon Valley,3dAc8UdguKMmY7yTpS3a0h,0.755,0.795,6.0,-8.505,1.0,0.1,0.773,0.0488,0.612,83.961,0.09
Silicon Valley,7wQB9MXmWvzrieBO481NW3,0.793,0.7,0.0,-6.641,0.0,0.0572,0.0,0.174,0.892,140.058,0.273
Silicon Valley,5UammO81GdBmo4vGptc9Ab,0.525,0.737,2.0,-10.307,1.0,0.0314,0.0661,0.33,0.517,94.14,0.115
Silicon Valley,2A9rFFPwsnhusCh8ZMBvYY,0.621,0.814,2.0,-5.937,1.0,0.154,0.00274,0.263,0.304,160.066,0.0405
Silicon Valley,0f1JGThR7vw00y2L4Vk8os,0.69,0.545,0.0,-9.391,1.0,0.158,2.48e-06,0.303,0.831,82.551,0.0085
Silicon Valley,0sMhsWf2Ye6DqlfZF06nAF,0.591,0.474,8.0,-11.505,1.0,0.0667,0.856,0.0436,0.972,103.007,0.137
Silicon Valley,5PjbVRRS1YxSJRb3ThSNnE,0.869,0.468,10.0,-4.93,0.0,0.1,0.00301,0.129,0.372,128.044,0.00548
Silicon Valley,5Cz3SjGNqDyNJl3dKSu4Ic,0.575,0.727,0.0,-5.231,1.0,0.039,0.035,0.0425,0.763,179.943,0.00105
Silicon Valley,1KKx5Da0qIOxSTkvxJapQ4,0.607,0.593,10.0,-9.684,0.0,0.0704,0.000163,0.142,0.403,92.283,0.517
Silicon Valley,0mSFV0rFMa4PRws8uA6Iag,0.793,0.878,2.0,-3.814,1.0,0.0496,0.625,0.0494,0.775,111.977,0.00335
Silicon Valley,4ButAaGahfg4sxZCbtTuhO,0.658,0.864,1.0,-2.878,1.0,0.0589,0.0766,0.0818,0.15,89.984,0.0513
Silicon Valley,6H38Ea6neHRvw43XMn6MmM,0.695,0.736,11.0,-7.077,1.0,0.0457,0.0,0.162,0.963,125.342,0.111
Silicon Valley,5ERwBxB0HX6UIMHNXGFdxY,0.479,0.745,2.0,-7.15,1.0,0.0835,0.000977,0.152,0.497,140.966,0.534
Silicon Valley,3L8FrRMimlHRgoQABRiTq9,0.452,0.862,7.0,-6.667,1.0,0.317,0.0327,0.134,0.423,131.686,0.497
Silicon Valley,4B9xwFIN58Nn8ZtvssOqKf,0.688,0.93,2.0,-3.222,1.0,0.214,9.68e-06,0.412,0.737,93.047,0.00305
Silicon Valley,0CBLqGc1esSZ5dM2gOZHsU,0.705,0.694,7.0,-6.774,1.0,0.21,3.49e-06,0.348,0.717,127.124,0.0435
Silicon Valley,5W8YXBz9MTIDyrpYaCg2Ky,0.589,0.89,4.0,-3.719,0.0,0.0603,0.00082,0.201,0.692,90.598,0.000481
Silicon Valley,4vi4ev9tAshHhKtMJPserD,0.726,0.945,11.0,-4.323,0.0,0.262,0.0,0.0807,0.779,92.035,0.202
Silicon Valley,69W94QexA3xtJfzIyGTyMU,0.473,0.786,0.0,-6.222,0.0,0.267,0.794,0.0515,0.559,173.772,0.000723
Silicon Valley,1lGf42PKJMaM3DLpF0T6mQ,0.67,0.857,3.0,-5.235,0.0,0.144,0.811,0.104,0.963,166.176,0.45
Silicon Valley,0G2sGAPyh1iYeTy1qSLgv2,0.785,0.887,6.0,-7.874,0.0,0.108,0.0,0.0176,0.755,99.919,0.0318
Silicon Valley,4pwR0mPdJAk2CMZoyPZbao,0.791,0.851,4.0,-6.605,0.0,0.248,0.000811,0.106,0.544,160.049,0.0359
Silicon Valley,38Mg4V9QH1ySHDlM0P4Yrk,0.557,0.717,10.0,-8.371,1.0,0.0305,0.902,0.117,0.443,99.192,0.391
Silicon Valley,1RloR3wP65PoSLcojmAwU0,0.807,0.889,0.0,-3.117,0.0,0.325,0.0,0.374,0.798,140.013,0.414
Silicon Valley,2uPEp51fp572Y44T3TbMNo,0.762,0.73,2.0,-4.233,1.0,0.163,0.0,0.0722,0.742,97.807,0.22
Silicon Valley,4rOuT22hNK8HjXyi6UJmcs,0.559,0.95,0.0,-6.741,1.0,0.0551,0.728,0.116,0.284,180.05,0.00027
Silicon Valley,3guKaqnwnfFfwR8P6ZQ9UI,0.776,0.663,8.0,-8.562,1.0,0.0794,0.709,0.114,0.591,76.494,0.0293
Silicon Valley,4XMQa78z5CsMrYfVYUfsda,0.723,0.875,2.0,-5.613,1.0,0.251,0.0,0.518,0.644,93.747,0.454
Silicon Valley,3LpnzPxkMI6XS4JCbhNeek,0.396,0.817,6.0,-7.282,1.0,0.045,0.00417,0.372,0.0992,90.264,0.00228
Silicon Valley,4tDn0aeIwtJa80mTCfrJ83,0.861,0.659,1.0,-4.771,1.0,0.0529,0.0,0.0973,0.749,115.006,0.531
Silicon Valley,3OtRwlANXIBVKZfoZH79aK,0.65,0.876,5.0,-4.781,1.0,0.0483,0.0,0.0938,0.545,101.317,0.233
Silicon Valley,7FeeQVg6yID8laNUH0LlX8,0.512,0.724,0.0,-5.912,1.0,0.0313,0.000144,0.237,0.531,130.037,0.000827
Silicon Valley,4H2on6HnWbjLiagOnIYlce,0.688,0.51,1.0,-7.057,1.0,0.113,0.239,0.119,0.396,113.306,0.00155
Silicon Valley,0xMu2Myn6alLLUucTYdvlw,0.584,0.883,10.0,-6.917,1.0,0.0453,0.83,0.0626,0.614,170.143,0.00152
Silicon Valley,2BC2zjR8TAqlTVU0p7wxVr,0.789,0.733,10.0,-4.982,1.0,0.128,0.0,0.138,0.401,133.099,0.082
Silicon Valley,47W6YR93MPCGLEUReLMyDm,0.662,0.949,6.0,-4.758,1.0,0.108,0.0,0.135,0.516,91.954,0.128
Silicon Valley,15InB207d8r7KNT2nPRhfI,0.816,0.825,1.0,-4.644,1.0,0.216,0.0,0.135,0.617,97.237,0.0833
Silicon Valley,3JuoMW6Cf557jDxthJX7AR,0.858,0.409,2.0,-10.878,1.0,0.0509,0.0,0.0861,0.964,118.949,0.34
Silicon Valley,2mF6ihjxuVTUoa3sEjB0Qu,0.441,0.933,5.0,-4.221,0.0,0.226,0.806,0.18,0.585,186.876,0.148
Silicon Valley,4rljrNlG7pWo8xAcfBz0VH,0.667,0.669,9.0,-6.051,1.0,0.132,0.472,0.0973,0.589,108.183,0.00272
Silicon Valley,65DxbULNmtl5xGYG2Dfn3H,0.72,0.595,2.0,-6.109,0.0,0.0976,4.73e-05,0.0775,0.486,111.0,0.0672
Silicon Valley,0tbAkEzaYn054pBlX66wt5,0.771,0.867,1.0,-4.254,0.0,0.0671,0.0,0.0999,0.925,86.01,0.0303
Silicon Valley,5iAoropa6PzHlhYflMoJvr,0.816,0.654,7.0,-6.85,1.0,0.0498,1.9e-06,0.056,0.669,124.996,0.00755
Silicon Valley,2gdvPU4pJzaimhHtwNZ8N7,0.525,0.892,0.0,-5.095,1.0,0.0341,0.644,0.0748,0.291,107.001,0.00481
Silicon Valley,7oMsRUhHgUYkLx5HZPwkA3,0.612,0.675,8.0,-4.742,0.0,0.385,1.09e-05,0.218,0.292,89.827,0.0762
Silicon Valley,4AHo9T0MVpNTPybmv0ITfJ,0.814,0.851,7.0,-6.725,1.0,0.212,0.00251,0.232,0.245,110.013,0.155
Silicon Valley,6TOr3TbJ6nDPP4nZwUyb46,0.687,0.805,2.0,-7.511,0.0,0.0623,0.407,0.0793,0.687,90.004,0.229
Silicon Valley,523JMQXpp4DvDAkrqsEKjt,0.841,0.527,8.0,-4.742,1.0,0.0778,0.0,0.337,0.198,140.048,0.0209
Silicon Valley,08TvXe4tcryw3Q9pekYqhj,0.483,0.648,8.0,-4.218,1.0,0.0592,0.886,0.241,0.691,76.164,0.0827
