,series_name,track_id
0,Silicon Valley,0CBLqGc1esSZ5dM2gOZHsU
1,Silicon Valley,0YQIHVLape0GANAdIs5Upb
2,Silicon Valley,5W8YXBz9MTIDyrpYaCg2Ky
3,Silicon Valley,3EdFstDAamKQh52e5JgXCq
4,Silicon Valley,4vi4ev9tAshHhKtMJPserD
5,Silicon Valley,69W94QexA3xtJfzIyGTyMU
6,Silicon Valley,1lGf42PKJMaM3DLpF0T6mQ
7,Silicon Valley,0G2sGAPyh1iYeTy1qSLgv2
8,Silicon Valley,4pwR0mPdJAk2CMZoyPZbao
9,Silicon Valley,38Mg4V9QH1ySHDlM0P4Yrk
10,Silicon Valley,1xQ1v0xnKgZyQX90f75bKt
11,Silicon Valley,1RloR3wP65PoSLcojmAwU0
12,Silicon Valley,2uPEp51fp572Y44T3TbMNo
13,Silicon Valley,4rOuT22hNK8HjXyi6UJmcs
14,Silicon Valley,3guKaqnwnfFfwR8P6ZQ9UI
15,Silicon Valley,4XMQa78z5CsMrYfVYUfsda
16,Silicon Valley,3LpnzPxkMI6XS4JCbhNeek
17,Silicon Valley,4tDn0aeIwtJa80mTCfrJ83
18,Silicon Valley,3OtRwlANXIBVKZfoZH79aK
19,Silicon Valley,3Z529HC4uSRZB0JT6OB5Rh
20,Silicon Valley,7FeeQVg6yID8laNUH0LlX8
21,Silicon Valley,4H2on6HnWbjLiagOnIYlce
22,Silicon Valley,0xMu2Myn6alLLUucTYdvlw
23,Silicon Valley,2BC2zjR8TAqlTVU0p7wxVr
24,Silicon Valley,47W6YR93MPCGLEUReLMyDm
25,Silicon Valley,5JzyAzMJ6FalCnci84A6sM
26,Silicon Valley,3GvmOzoH3cJ8Jubkoe6KLa
27,Silicon Valley,15InB207d8r7KNT2nPRhfI
